ticket_id,text,channel,customer_tier,product_area,sentiment_score,account_age_days,priority
TCKT-00483,Where can I see the product documentation? Customer impact is increasing.,email,free,security,0.567,188,low
TCKT-00416,I need help finding the invoice download button. Please respond as soon as possible.,email,free,billing,0.482,615,low
TCKT-00113,I need help finding the invoice download button. Customer impact is increasing.,web,standard,integrations,0.534,999,low
TCKT-00180,Enterprise customer reports data loss after migration.,email,standard,payments,-0.726,960,high
TCKT-00422,Export file is missing some recent records. Please respond as soon as possible.,chat,standard,performance,0.316,306,medium
TCKT-00468,Export file is missing some recent records.,phone,premium,billing,0.005,1229,low
TCKT-00450,How can I change my notification settings?,chat,standard,performance,0.409,1737,low
TCKT-00374,Production outage: all users cannot log in.,web,enterprise,login,-0.035,1238,high
TCKT-00315,User cannot reset password after multiple attempts.,phone,standard,login,-0.298,613,low
TCKT-00152,How can I change my notification settings?,email,standard,integrations,0.569,217,low
TCKT-00583,Export file is missing some recent records.,chat,premium,performance,-0.328,2044,medium
TCKT-00234,User cannot reset password after multiple attempts. Please respond as soon as possible.,email,free,login,0.189,395,medium
TCKT-00307,"Minor typo in the help page, no urgent impact. Customer impact is increasing.",chat,standard,security,0.322,227,low
TCKT-00550,Where can I see the product documentation?,chat,free,integrations,0.3,667,low
TCKT-00165,Export file is missing some recent records. Customer impact is increasing.,chat,premium,payments,-0.192,1006,medium
TCKT-00318,Payment failed for one customer but retry worked later. Please respond as soon as possible.,email,standard,payments,-0.675,730,medium
TCKT-00137,Question about updating my profile picture. Please respond as soon as possible. Customer impact is increasing.,chat,free,login,0.118,1435,low
TCKT-00411,Export file is missing some recent records.,web,enterprise,payments,-0.086,2182,medium
TCKT-00198,Payment processing is down for all regions. Customer impact is increasing.,email,premium,security,-0.382,729,high
TCKT-00569,Security incident with suspicious account access.,web,premium,performance,-0.65,325,high
TCKT-00259,Critical API errors affecting premium customers. Please respond as soon as possible.,phone,premium,security,-0.307,8,low
TCKT-00233,Critical API errors affecting premium customers.,email,standard,payments,-1.0,2061,high
TCKT-00116,User cannot reset password after multiple attempts. Please respond as soon as possible.,phone,enterprise,login,0.127,2009,medium
TCKT-00121,User cannot reset password after multiple attempts.,email,standard,performance,0.634,800,medium
TCKT-00489,Payment failed for one customer but retry worked later. Please respond as soon as possible.,chat,standard,billing,0.084,1253,medium
TCKT-00377,Critical API errors affecting premium customers.,email,enterprise,login,-0.718,1190,high
TCKT-00385,Enterprise customer reports data loss after migration.,web,enterprise,security,-0.45,2000,high
TCKT-00225,Payment failed for one customer but retry worked later.,phone,enterprise,billing,-0.04,52,medium
TCKT-00568,Enterprise customer reports data loss after migration. Please respond as soon as possible. Customer impact is increasing.,web,enterprise,performance,-0.55,1236,high
TCKT-00457,Integration stopped syncing for one workspace.,chat,standard,billing,-0.052,1757,medium
TCKT-00348,I need help finding the invoice download button. Customer impact is increasing.,chat,standard,integrations,0.459,329,low
TCKT-00128,Question about updating my profile picture. Please respond as soon as possible.,email,free,performance,0.633,1872,high
TCKT-00591,Production outage: all users cannot log in. Customer impact is increasing.,phone,enterprise,login,-0.329,1050,high
TCKT-00286,Production outage: all users cannot log in. Please respond as soon as possible. Customer impact is increasing.,email,standard,payments,-0.077,196,high
TCKT-00554,User cannot reset password after multiple attempts.,email,premium,billing,0.378,145,medium
TCKT-00044,Export file is missing some recent records.,web,standard,payments,-0.701,1002,low
TCKT-00108,I need help finding the invoice download button. Please respond as soon as possible.,chat,standard,performance,0.585,1165,low
TCKT-00565,How can I change my notification settings?,phone,premium,billing,0.419,59,low
TCKT-00445,Export file is missing some recent records.,web,premium,performance,-0.327,491,medium
TCKT-00134,How can I change my notification settings?,phone,premium,security,0.063,351,low
TCKT-00496,User cannot reset password after multiple attempts.,email,standard,payments,-0.497,2195,medium
TCKT-00045,Payment failed for one customer but retry worked later. Customer impact is increasing.,web,standard,security,0.057,667,medium
TCKT-00170,Payment failed for one customer but retry worked later. Please respond as soon as possible.,phone,premium,payments,-0.422,969,medium
TCKT-00066,Production outage: all users cannot log in.,phone,enterprise,integrations,-0.413,615,low
TCKT-00284,User cannot reset password after multiple attempts. Customer impact is increasing.,phone,enterprise,billing,0.172,1450,medium
TCKT-00086,Dashboard is slow and several charts time out. Customer impact is increasing.,chat,free,performance,-0.406,2189,medium
TCKT-00243,Dashboard is slow and several charts time out. Customer impact is increasing.,email,premium,billing,-0.383,134,medium
TCKT-00187,How can I change my notification settings?,phone,premium,login,0.363,1704,low
TCKT-00327,Payment failed for one customer but retry worked later.,email,free,login,-0.058,1499,medium
TCKT-00160,How can I change my notification settings? Please respond as soon as possible.,chat,standard,login,0.227,1118,low
TCKT-00013,Production outage: all users cannot log in. Please respond as soon as possible.,email,enterprise,security,-0.34,1086,high
TCKT-00036,Where can I see the product documentation?,chat,premium,integrations,0.675,449,low
TCKT-00029,"Minor typo in the help page, no urgent impact. Please respond as soon as possible. Customer impact is increasing.",email,premium,payments,0.809,1642,low
TCKT-00171,"Minor typo in the help page, no urgent impact. Please respond as soon as possible.",email,standard,payments,0.681,407,low
TCKT-00143,Dashboard is slow and several charts time out.,email,standard,login,0.355,1173,medium
TCKT-00237,User cannot reset password after multiple attempts.,email,enterprise,billing,-0.06,1858,medium
TCKT-00464,Question about updating my profile picture.,email,premium,login,0.488,1593,low
TCKT-00497,Enterprise customer reports data loss after migration. Please respond as soon as possible.,chat,premium,security,-0.957,203,high
TCKT-00222,Security incident with suspicious account access.,email,enterprise,billing,-0.697,1433,high
TCKT-00545,I need help finding the invoice download button.,chat,standard,login,0.844,1067,low
TCKT-00096,Integration stopped syncing for one workspace. Please respond as soon as possible.,phone,free,login,0.368,1723,medium
TCKT-00052,"Minor typo in the help page, no urgent impact.",email,standard,performance,-0.019,2010,low
TCKT-00241,Where can I see the product documentation?,phone,enterprise,integrations,0.456,1246,low
TCKT-00508,Export file is missing some recent records. Please respond as soon as possible.,email,standard,login,0.028,1606,medium
TCKT-00352,Production outage: all users cannot log in. Please respond as soon as possible.,email,premium,login,-0.287,62,high
TCKT-00517,How can I change my notification settings? Please respond as soon as possible. Customer impact is increasing.,email,premium,integrations,0.475,2066,low
TCKT-00179,Where can I see the product documentation? Please respond as soon as possible. Customer impact is increasing.,web,free,login,-0.013,1975,low
TCKT-00461,Payment failed for one customer but retry worked later. Please respond as soon as possible.,chat,enterprise,performance,-0.765,1407,medium
TCKT-00527,Payment failed for one customer but retry worked later.,phone,premium,login,-0.049,967,medium
TCKT-00042,I need help finding the invoice download button. Please respond as soon as possible. Customer impact is increasing.,chat,free,integrations,0.313,391,low
TCKT-00555,Dashboard is slow and several charts time out.,web,enterprise,performance,0.084,714,medium
TCKT-00523,"Minor typo in the help page, no urgent impact.",email,free,integrations,0.848,839,low
TCKT-00207,Security incident with suspicious account access.,web,enterprise,integrations,-0.389,452,high
TCKT-00393,I need help finding the invoice download button.,email,standard,performance,0.705,1875,low
TCKT-00283,"Minor typo in the help page, no urgent impact. Please respond as soon as possible.",email,standard,integrations,0.658,258,low
TCKT-00359,Security incident with suspicious account access.,chat,premium,security,-0.769,1349,high
TCKT-00398,I need help finding the invoice download button.,chat,free,login,0.619,102,low
TCKT-00255,Security incident with suspicious account access.,chat,premium,performance,-0.381,1665,high
TCKT-00218,Payment failed for one customer but retry worked later.,phone,standard,billing,0.239,1868,medium
TCKT-00005,Where can I see the product documentation?,phone,free,integrations,0.144,1049,low
TCKT-00257,User cannot reset password after multiple attempts. Please respond as soon as possible.,email,enterprise,login,0.025,2022,medium
TCKT-00564,User cannot reset password after multiple attempts.,chat,premium,payments,0.238,1889,high
TCKT-00534,"Minor typo in the help page, no urgent impact.",phone,standard,payments,0.457,913,low
TCKT-00431,Integration stopped syncing for one workspace.,email,free,billing,0.195,1617,medium
TCKT-00101,Question about updating my profile picture.,web,enterprise,integrations,0.347,783,low
TCKT-00227,Integration stopped syncing for one workspace. Customer impact is increasing.,web,standard,payments,-0.521,327,medium
TCKT-00449,Production outage: all users cannot log in.,phone,standard,performance,-0.664,648,high
TCKT-00548,Security incident with suspicious account access.,chat,enterprise,login,-0.753,1544,high
TCKT-00572,Dashboard is slow and several charts time out. Customer impact is increasing.,email,free,billing,-0.101,42,medium
TCKT-00214,Dashboard is slow and several charts time out.,chat,premium,login,-0.04,1344,medium
TCKT-00360,Export file is missing some recent records.,email,premium,billing,-0.628,1782,medium
TCKT-00172,I need help finding the invoice download button.,phone,premium,performance,0.487,1384,low
TCKT-00099,I need help finding the invoice download button.,phone,premium,login,-0.134,1507,low
TCKT-00293,"Minor typo in the help page, no urgent impact.",web,enterprise,performance,0.371,518,low
TCKT-00216,I need help finding the invoice download button. Please respond as soon as possible.,web,enterprise,security,0.06,2035,low
TCKT-00062,Critical API errors affecting premium customers.,chat,standard,login,-0.941,103,high
TCKT-00407,User cannot reset password after multiple attempts.,phone,free,payments,0.304,1602,high
TCKT-00048,Security incident with suspicious account access.,phone,enterprise,billing,-0.72,1006,high
TCKT-00033,"Minor typo in the help page, no urgent impact. Please respond as soon as possible.",web,premium,integrations,0.47,1383,low
TCKT-00418,Dashboard is slow and several charts time out. Please respond as soon as possible.,email,premium,integrations,0.305,1083,medium
TCKT-00268,Production outage: all users cannot log in. Please respond as soon as possible.,web,enterprise,billing,-0.825,127,high
TCKT-00328,Export file is missing some recent records. Please respond as soon as possible.,chat,standard,login,-0.299,353,medium
TCKT-00201,User cannot reset password after multiple attempts.,chat,premium,integrations,-0.193,525,medium
TCKT-00135,I need help finding the invoice download button.,email,free,login,0.454,1317,low
TCKT-00028,Payment processing is down for all regions.,web,premium,login,-0.682,1328,high
TCKT-00525,How can I change my notification settings?,email,standard,payments,0.092,432,low
TCKT-00506,Question about updating my profile picture. Customer impact is increasing.,email,standard,integrations,0.424,1867,low
TCKT-00231,Dashboard is slow and several charts time out.,chat,enterprise,performance,0.177,583,medium
TCKT-00490,How can I change my notification settings?,chat,standard,security,0.239,1770,low
TCKT-00261,Export file is missing some recent records.,email,standard,integrations,-0.096,1078,medium
TCKT-00379,Dashboard is slow and several charts time out. Please respond as soon as possible.,web,enterprise,security,-0.023,1601,medium
TCKT-00289,Dashboard is slow and several charts time out.,phone,standard,payments,-0.604,662,medium
TCKT-00419,I need help finding the invoice download button. Customer impact is increasing.,phone,free,payments,0.084,1156,low
TCKT-00392,I need help finding the invoice download button.,chat,standard,integrations,0.543,1955,low
TCKT-00499,Where can I see the product documentation?,email,free,performance,0.217,1903,low
TCKT-00139,"Minor typo in the help page, no urgent impact. Please respond as soon as possible.",web,standard,integrations,0.005,1523,low
TCKT-00063,Critical API errors affecting premium customers.,chat,enterprise,payments,-0.595,2049,medium
TCKT-00472,Export file is missing some recent records.,phone,enterprise,payments,-0.128,284,medium
TCKT-00129,Where can I see the product documentation?,web,premium,security,0.282,1003,low
TCKT-00584,Where can I see the product documentation?,chat,free,billing,0.188,396,low
TCKT-00521,How can I change my notification settings?,chat,free,payments,0.441,929,low
TCKT-00065,Integration stopped syncing for one workspace.,email,standard,billing,-0.367,573,medium
TCKT-00015,I need help finding the invoice download button.,chat,free,security,0.716,651,low
TCKT-00157,Payment failed for one customer but retry worked later.,phone,standard,payments,0.067,1898,medium
TCKT-00041,How can I change my notification settings?,email,premium,integrations,0.442,1397,low
TCKT-00493,Question about updating my profile picture. Customer impact is increasing.,chat,free,payments,0.372,467,low
TCKT-00380,Integration stopped syncing for one workspace. Customer impact is increasing.,email,standard,billing,-0.911,1310,medium
TCKT-00188,User cannot reset password after multiple attempts. Please respond as soon as possible.,phone,enterprise,integrations,-0.171,866,medium
TCKT-00217,How can I change my notification settings?,email,standard,billing,0.648,1870,low
TCKT-00053,Question about updating my profile picture.,chat,standard,performance,0.367,341,low
TCKT-00338,Security incident with suspicious account access.,chat,enterprise,login,-0.164,1857,high
TCKT-00296,User cannot reset password after multiple attempts.,chat,premium,performance,-0.218,149,medium
TCKT-00252,Enterprise customer reports data loss after migration.,chat,premium,login,-0.491,1912,high
TCKT-00462,Security incident with suspicious account access.,phone,enterprise,security,-0.649,652,high
TCKT-00456,Question about updating my profile picture.,web,free,security,0.189,1066,low
TCKT-00598,Integration stopped syncing for one workspace. Please respond as soon as possible.,email,premium,login,-0.558,1307,medium
TCKT-00270,Integration stopped syncing for one workspace.,email,standard,payments,0.237,1844,medium
TCKT-00202,Export file is missing some recent records. Customer impact is increasing.,chat,enterprise,payments,-0.436,1165,medium
TCKT-00162,Dashboard is slow and several charts time out. Please respond as soon as possible.,phone,standard,login,-0.163,1689,medium
TCKT-00402,I need help finding the invoice download button.,email,premium,login,0.612,238,low
TCKT-00477,Payment failed for one customer but retry worked later.,chat,enterprise,security,0.066,49,high
TCKT-00106,I need help finding the invoice download button.,chat,standard,security,0.271,868,low
TCKT-00390,Critical API errors affecting premium customers.,email,enterprise,payments,-0.538,245,high
TCKT-00002,Integration stopped syncing for one workspace.,email,premium,billing,0.133,818,medium
TCKT-00559,User cannot reset password after multiple attempts.,chat,free,billing,0.061,269,medium
TCKT-00081,How can I change my notification settings?,email,free,performance,0.109,1711,low
TCKT-00206,I need help finding the invoice download button.,chat,standard,integrations,0.393,554,low
TCKT-00035,I need help finding the invoice download button.,chat,free,payments,-0.089,406,low
TCKT-00509,Dashboard is slow and several charts time out.,web,standard,billing,-0.746,2031,medium
TCKT-00428,Enterprise customer reports data loss after migration.,chat,premium,billing,-0.435,716,high
TCKT-00455,Dashboard is slow and several charts time out.,email,premium,integrations,0.19,710,medium
TCKT-00367,Where can I see the product documentation? Customer impact is increasing.,email,free,performance,0.577,1755,low
TCKT-00092,How can I change my notification settings?,chat,free,integrations,0.615,1312,low
TCKT-00340,Payment failed for one customer but retry worked later. Please respond as soon as possible.,phone,enterprise,integrations,0.146,1448,medium
TCKT-00346,I need help finding the invoice download button. Please respond as soon as possible.,email,standard,integrations,0.706,278,low
TCKT-00242,"Minor typo in the help page, no urgent impact.",web,free,security,0.562,1160,low
TCKT-00014,User cannot reset password after multiple attempts.,chat,free,payments,-0.093,418,medium
TCKT-00316,Enterprise customer reports data loss after migration.,chat,enterprise,payments,-0.18,2156,high
TCKT-00388,Export file is missing some recent records.,email,enterprise,performance,-0.394,1581,medium
TCKT-00274,User cannot reset password after multiple attempts. Please respond as soon as possible. Customer impact is increasing.,chat,enterprise,payments,0.365,2168,medium
TCKT-00167,Export file is missing some recent records.,email,free,performance,-0.486,253,medium
TCKT-00595,Where can I see the product documentation? Please respond as soon as possible.,email,free,integrations,0.72,1457,low
TCKT-00485,Dashboard is slow and several charts time out.,phone,premium,login,-0.862,272,medium
TCKT-00586,Enterprise customer reports data loss after migration. Customer impact is increasing.,chat,enterprise,payments,-0.035,364,high
TCKT-00505,Question about updating my profile picture. Please respond as soon as possible.,email,premium,login,0.337,1454,low
TCKT-00244,Security incident with suspicious account access.,chat,standard,billing,-0.4,1968,high
TCKT-00563,Critical API errors affecting premium customers.,web,enterprise,security,-0.465,642,high
TCKT-00190,Security incident with suspicious account access.,chat,enterprise,security,-0.516,2085,high
TCKT-00476,User cannot reset password after multiple attempts.,chat,standard,integrations,0.062,280,low
TCKT-00511,User cannot reset password after multiple attempts.,email,premium,security,0.186,1129,medium
TCKT-00059,Production outage: all users cannot log in.,chat,enterprise,billing,-0.441,2190,high
TCKT-00475,How can I change my notification settings?,chat,standard,security,0.099,661,low
TCKT-00561,Question about updating my profile picture.,chat,free,payments,0.143,759,low
TCKT-00253,Where can I see the product documentation? Please respond as soon as possible.,email,free,integrations,0.119,1549,low
TCKT-00022,How can I change my notification settings? Please respond as soon as possible.,web,free,payments,0.781,274,low
TCKT-00314,Payment processing is down for all regions.,email,enterprise,payments,-0.611,1506,high
TCKT-00460,Payment failed for one customer but retry worked later. Please respond as soon as possible.,chat,standard,integrations,-0.027,18,medium
TCKT-00161,Export file is missing some recent records.,email,standard,integrations,-0.57,1869,medium
TCKT-00277,Question about updating my profile picture.,email,premium,integrations,0.235,128,low
TCKT-00192,Critical API errors affecting premium customers.,email,enterprise,security,-0.943,116,high
TCKT-00386,Dashboard is slow and several charts time out. Please respond as soon as possible.,email,enterprise,performance,0.401,1489,medium
TCKT-00414,User cannot reset password after multiple attempts. Please respond as soon as possible.,email,premium,login,0.116,973,medium
TCKT-00492,Integration stopped syncing for one workspace. Customer impact is increasing.,web,premium,performance,-0.245,728,medium
TCKT-00344,User cannot reset password after multiple attempts.,web,standard,login,0.072,829,medium
TCKT-00309,Enterprise customer reports data loss after migration. Customer impact is increasing.,web,enterprise,performance,-0.592,1163,high
TCKT-00131,I need help finding the invoice download button. Customer impact is increasing.,email,free,integrations,0.214,139,low
TCKT-00100,"Minor typo in the help page, no urgent impact.",chat,enterprise,integrations,0.248,1483,medium
TCKT-00373,Where can I see the product documentation? Customer impact is increasing.,email,standard,performance,0.226,1347,low
TCKT-00088,User cannot reset password after multiple attempts.,email,free,billing,0.275,70,high
TCKT-00459,How can I change my notification settings?,chat,free,performance,0.215,73,low
TCKT-00331,Payment failed for one customer but retry worked later.,email,standard,performance,-0.033,114,medium
TCKT-00215,"Minor typo in the help page, no urgent impact.",web,free,integrations,-0.038,495,low
TCKT-00467,How can I change my notification settings? Please respond as soon as possible. Customer impact is increasing.,email,free,integrations,0.439,2147,low
TCKT-00122,Question about updating my profile picture.,phone,premium,login,0.236,742,medium
TCKT-00021,Integration stopped syncing for one workspace.,phone,standard,integrations,-0.034,698,medium
TCKT-00072,Dashboard is slow and several charts time out.,chat,enterprise,performance,-0.09,563,high
TCKT-00107,Integration stopped syncing for one workspace. Please respond as soon as possible.,web,free,payments,-0.077,2111,medium
TCKT-00271,Question about updating my profile picture.,phone,standard,integrations,0.304,1757,low
TCKT-00436,User cannot reset password after multiple attempts. Please respond as soon as possible.,email,enterprise,login,-0.343,209,medium
TCKT-00103,How can I change my notification settings?,email,free,performance,0.272,248,low
